zona,estado,year,month,fecha,temp_promedio,dias_calor,humedad_relativa,IRT,nivel_riesgo
Norte,Tamaulipas,2019,6,6/1/2019,35,16,27.2,59.78,Medio
Norte,Nuevo León,2019,6,6/1/2019,35,16,27.2,59.78,Medio
Norte,Chihuahua,2019,7,7/1/2019,38,19,38.7,68.37,Alto
Norte,Coahuila de Zaragoza,2019,7,7/1/2019,38,19,38.7,68.37,Alto
Norte,Tamaulipas,2019,7,7/1/2019,38,19,38.7,68.37,Alto
Norte,Nuevo León,2019,7,7/1/2019,38,19,38.7,68.37,Alto
Norte,Chihuahua,2019,8,8/1/2019,36.2,20,43,68.2,Alto
Norte,Coahuila de Zaragoza,2019,8,8/1/2019,36.2,20,43,68.2,Alto
Norte,Tamaulipas,2019,8,8/1/2019,36.2,20,43,68.2,Alto
Norte,Nuevo León,2019,8,8/1/2019,36.2,20,43,68.2,Alto
Norte,Chihuahua,2019,9,9/1/2019,31.5,6,37,48.2,Medio
Norte,Coahuila de Zaragoza,2019,9,9/1/2019,31.5,6,37,48.2,Medio
Norte,Tamaulipas,2019,9,9/1/2019,31.5,6,37,48.2,Medio
Norte,Nuevo León,2019,9,9/1/2019,31.5,6,37,48.2,Medio
Norte,Chihuahua,2019,10,10/1/2019,24,0,34.3,33.58,Bajo
Norte,Coahuila de Zaragoza,2019,10,10/1/2019,24,0,34.3,33.58,Bajo
Norte,Tamaulipas,2019,10,10/1/2019,24,0,34.3,33.58,Bajo
Norte,Nuevo León,2019,10,10/1/2019,24,0,34.3,33.58,Bajo
Norte,Chihuahua,2019,11,11/1/2019,16.8,0,44.2,27.51,Bajo
Norte,Coahuila de Zaragoza,2019,11,11/1/2019,16.8,0,44.2,27.51,Bajo
Norte,Tamaulipas,2019,11,11/1/2019,16.8,0,44.2,27.51,Bajo
Norte,Nuevo León,2019,11,11/1/2019,16.8,0,44.2,27.51,Bajo
Norte,Chihuahua,2019,12,12/1/2019,11.7,0,50.3,23.02,Bajo
Norte,Coahuila de Zaragoza,2019,12,12/1/2019,11.7,0,50.3,23.02,Bajo
Norte,Tamaulipas,2019,12,12/1/2019,11.7,0,50.3,23.02,Bajo
Norte,Nuevo León,2019,12,12/1/2019,11.7,0,50.3,23.02,Bajo
Norte,Chihuahua,2020,1,1/1/2020,9.2,0,44.2,19.06,Bajo
Norte,Coahuila de Zaragoza,2020,1,1/1/2020,9.2,0,44.2,19.06,Bajo
Norte,Tamaulipas,2020,1,1/1/2020,9.2,0,44.2,19.06,Bajo
Norte,Nuevo León,2020,1,1/1/2020,9.2,0,44.2,19.06,Bajo
Norte,Chihuahua,2020,2,2/1/2020,11.4,2,44.7,23.54,Bajo
Norte,Coahuila de Zaragoza,2020,2,2/1/2020,11.4,2,44.7,23.54,Bajo
Norte,Tamaulipas,2020,2,2/1/2020,11.4,2,44.7,23.54,Bajo
Norte,Nuevo León,2020,2,2/1/2020,11.4,2,44.7,23.54,Bajo
Norte,Chihuahua,2020,3,3/1/2020,19.2,0,38.4,28.98,Bajo
Norte,Coahuila de Zaragoza,2020,3,3/1/2020,19.2,0,38.4,28.98,Bajo
Norte,Tamaulipas,2020,3,3/1/2020,19.2,0,38.4,28.98,Bajo
Norte,Nuevo León,2020,3,3/1/2020,19.2,0,38.4,28.98,Bajo
Norte,Chihuahua,2020,4,4/1/2020,21.7,1,30.7,31.27,Bajo
Norte,Coahuila de Zaragoza,2020,4,4/1/2020,21.7,1,30.7,31.27,Bajo
Norte,Tamaulipas,2020,4,4/1/2020,21.7,1,30.7,31.27,Bajo
Norte,Nuevo León,2020,4,4/1/2020,21.7,1,30.7,31.27,Bajo
Norte,Chihuahua,2020,5,5/1/2020,30.6,5,28.8,44.65,Medio
Norte,Coahuila de Zaragoza,2020,5,5/1/2020,30.6,5,28.8,44.65,Medio
Norte,Tamaulipas,2020,5,5/1/2020,30.6,5,28.8,44.65,Medio
Norte,Nuevo León,2020,5,5/1/2020,30.6,5,28.8,44.65,Medio
Norte,Chihuahua,2020,6,6/1/2020,32.1,13,30.1,54.21,Medio
Norte,Coahuila de Zaragoza,2020,6,6/1/2020,32.1,13,30.1,54.21,Medio
Norte,Tamaulipas,2020,6,6/1/2020,32.1,13,30.1,54.21,Medio
Norte,Nuevo León,2020,6,6/1/2020,32.1,13,30.1,54.21,Medio
Norte,Chihuahua,2020,7,7/1/2020,35.5,18,39.3,64.77,Alto
Norte,Coahuila de Zaragoza,2020,7,7/1/2020,35.5,18,39.3,64.77,Alto
Norte,Tamaulipas,2020,7,7/1/2020,35.5,18,39.3,64.77,Alto
Norte,Nuevo León,2020,7,7/1/2020,35.5,18,39.3,64.77,Alto
Norte,Chihuahua,2020,8,8/1/2020,36.3,20,37,67.11,Alto
Norte,Coahuila de Zaragoza,2020,8,8/1/2020,36.3,20,37,67.11,Alto
Norte,Tamaulipas,2020,8,8/1/2020,36.3,20,37,67.11,Alto
Norte,Nuevo León,2020,8,8/1/2020,36.3,20,37,67.11,Alto
Norte,Chihuahua,2020,9,9/1/2020,30.6,8,34.3,48.55,Medio
Norte,Coahuila de Zaragoza,2020,9,9/1/2020,30.6,8,34.3,48.55,Medio
Norte,Tamaulipas,2020,9,9/1/2020,30.6,8,34.3,48.55,Medio
Norte,Nuevo León,2020,9,9/1/2020,30.6,8,34.3,48.55,Medio
Norte,Chihuahua,2020,10,10/1/2020,26.1,2,37.1,38.4,Medio
Norte,Coahuila de Zaragoza,2020,10,10/1/2020,26.1,2,37.1,38.4,Medio
Norte,Tamaulipas,2020,10,10/1/2020,26.1,2,37.1,38.4,Medio
Norte,Nuevo León,2020,10,10/1/2020,26.1,2,37.1,38.4,Medio
Norte,Chihuahua,2020,11,11/1/2020,17.3,1,42.8,28.75,Bajo
Norte,Coahuila de Zaragoza,2020,11,11/1/2020,17.3,1,42.8,28.75,Bajo
Norte,Tamaulipas,2020,11,11/1/2020,17.3,1,42.8,28.75,Bajo
Norte,Nuevo León,2020,11,11/1/2020,17.3,1,42.8,28.75,Bajo
Norte,Chihuahua,2020,12,12/1/2020,10.7,0,43.5,20.59,Bajo
Norte,Coahuila de Zaragoza,2020,12,12/1/2020,10.7,0,43.5,20.59,Bajo
Norte,Tamaulipas,2020,12,12/1/2020,10.7,0,43.5,20.59,Bajo
Norte,Nuevo León,2020,12,12/1/2020,10.7,0,43.5,20.59,Bajo
Norte,Chihuahua,2021,1,1/1/2021,9.4,0,44.1,19.23,Bajo
Norte,Coahuila de Zaragoza,2021,1,1/1/2021,9.4,0,44.1,19.23,Bajo
Norte,Tamaulipas,2021,1,1/1/2021,9.4,0,44.1,19.23,Bajo
Norte,Nuevo León,2021,1,1/1/2021,9.4,0,44.1,19.23,Bajo
Norte,Chihuahua,2021,2,2/1/2021,12.5,0,41.2,22.08,Bajo
Norte,Coahuila de Zaragoza,2021,2,2/1/2021,12.5,0,41.2,22.08,Bajo
Norte,Tamaulipas,2021,2,2/1/2021,12.5,0,41.2,22.08,Bajo
Norte,Nuevo León,2021,2,2/1/2021,12.5,0,41.2,22.08,Bajo
Norte,Chihuahua,2021,3,3/1/2021,16.7,0,32.5,25.02,Bajo
Norte,Coahuila de Zaragoza,2021,3,3/1/2021,16.7,0,32.5,25.02,Bajo
Norte,Tamaulipas,2021,3,3/1/2021,16.7,0,32.5,25.02,Bajo
Norte,Nuevo León,2021,3,3/1/2021,16.7,0,32.5,25.02,Bajo
Norte,Chihuahua,2021,4,4/1/2021,22.6,1,26.9,31.47,Bajo
Norte,Coahuila de Zaragoza,2021,4,4/1/2021,22.6,1,26.9,31.47,Bajo
Norte,Tamaulipas,2021,4,4/1/2021,22.6,1,26.9,31.47,Bajo
Norte,Nuevo León,2021,4,4/1/2021,22.6,1,26.9,31.47,Bajo
Norte,Chihuahua,2021,5,5/1/2021,29.2,5,23,41.89,Medio
Norte,Coahuila de Zaragoza,2021,5,5/1/2021,29.2,5,23,41.89,Medio
Norte,Tamaulipas,2021,5,5/1/2021,29.2,5,23,41.89,Medio
Norte,Nuevo León,2021,5,5/1/2021,29.2,5,23,41.89,Medio
Norte,Chihuahua,2021,6,6/1/2021,35.6,12,22.9,55.71,Medio
Norte,Coahuila de Zaragoza,2021,6,6/1/2021,35.6,12,22.9,55.71,Medio
Norte,Tamaulipas,2021,6,6/1/2021,35.6,12,22.9,55.71,Medio
Norte,Nuevo León,2021,6,6/1/2021,35.6,12,22.9,55.71,Medio
Norte,Chihuahua,2021,7,7/1/2021,36.5,19,39.6,66.87,Alto
Norte,Coahuila de Zaragoza,2021,7,7/1/2021,36.5,19,39.6,66.87,Alto
Norte,Tamaulipas,2021,7,7/1/2021,36.5,19,39.6,66.87,Alto
Norte,Nuevo León,2021,7,7/1/2021,36.5,19,39.6,66.87,Alto
Norte,Chihuahua,2021,8,8/1/2021,34,16,41.9,61.65,Alto
Norte,Coahuila de Zaragoza,2021,8,8/1/2021,34,16,41.9,61.65,Alto
Norte,Tamaulipas,2021,8,8/1/2021,34,16,41.9,61.65,Alto
Norte,Nuevo León,2021,8,8/1/2021,34,16,41.9,61.65,Alto
Norte,Chihuahua,2021,9,9/1/2021,31.2,10,38.9,52.14,Medio
Norte,Coahuila de Zaragoza,2021,9,9/1/2021,31.2,10,38.9,52.14,Medio
Norte,Tamaulipas,2021,9,9/1/2021,31.2,10,38.9,52.14,Medio
Norte,Nuevo León,2021,9,9/1/2021,31.2,10,38.9,52.14,Medio
Norte,Chihuahua,2021,10,10/1/2021,25.8,0,31.4,34.94,Bajo
Norte,Coahuila de Zaragoza,2021,10,10/1/2021,25.8,0,31.4,34.94,Bajo
Norte,Tamaulipas,2021,10,10/1/2021,25.8,0,31.4,34.94,Bajo
Norte,Nuevo León,2021,10,10/1/2021,25.8,0,31.4,34.94,Bajo
Norte,Chihuahua,2021,11,11/1/2021,13.3,1,45.7,24.89,Bajo
Norte,Coahuila de Zaragoza,2021,11,11/1/2021,13.3,1,45.7,24.89,Bajo
Norte,Tamaulipas,2021,11,11/1/2021,13.3,1,45.7,24.89,Bajo
Norte,Nuevo León,2021,11,11/1/2021,13.3,1,45.7,24.89,Bajo
Norte,Chihuahua,2021,12,12/1/2021,11,0,45.3,21.33,Bajo
Norte,Coahuila de Zaragoza,2021,12,12/1/2021,11,0,45.3,21.33,Bajo
Norte,Tamaulipas,2021,12,12/1/2021,11,0,45.3,21.33,Bajo
Norte,Nuevo León,2021,12,12/1/2021,11,0,45.3,21.33,Bajo
Norte,Chihuahua,2022,1,1/1/2022,9.4,1,48.5,21.15,Bajo
Norte,Coahuila de Zaragoza,2022,1,1/1/2022,9.4,1,48.5,21.15,Bajo
Norte,Tamaulipas,2022,1,1/1/2022,9.4,1,48.5,21.15,Bajo
Norte,Nuevo León,2022,1,1/1/2022,9.4,1,48.5,21.15,Bajo
Norte,Chihuahua,2022,2,2/1/2022,13.3,0,42.5,23.34,Bajo
Norte,Coahuila de Zaragoza,2022,2,2/1/2022,13.3,0,42.5,23.34,Bajo
Norte,Tamaulipas,2022,2,2/1/2022,13.3,0,42.5,23.34,Bajo
Norte,Nuevo León,2022,2,2/1/2022,13.3,0,42.5,23.34,Bajo
Norte,Chihuahua,2022,3,3/1/2022,18.4,2,32,28.82,Bajo
Norte,Coahuila de Zaragoza,2022,3,3/1/2022,18.4,2,32,28.82,Bajo
Norte,Tamaulipas,2022,3,3/1/2022,18.4,2,32,28.82,Bajo
Norte,Nuevo León,2022,3,3/1/2022,18.4,2,32,28.82,Bajo
Norte,Chihuahua,2022,4,4/1/2022,23.9,2,30.1,34.52,Bajo
Norte,Coahuila de Zaragoza,2022,4,4/1/2022,23.9,2,30.1,34.52,Bajo
Norte,Tamaulipas,2022,4,4/1/2022,23.9,2,30.1,34.52,Bajo
Norte,Nuevo León,2022,4,4/1/2022,23.9,2,30.1,34.52,Bajo
Norte,Chihuahua,2022,5,5/1/2022,30.4,5,24.1,43.45,Medio
Norte,Coahuila de Zaragoza,2022,5,5/1/2022,30.4,5,24.1,43.45,Medio
Norte,Tamaulipas,2022,5,5/1/2022,30.4,5,24.1,43.45,Medio
Norte,Nuevo León,2022,5,5/1/2022,30.4,5,24.1,43.45,Medio
Norte,Chihuahua,2022,6,6/1/2022,34.5,12,27.3,55.45,Medio
Norte,Coahuila de Zaragoza,2022,6,6/1/2022,34.5,12,27.3,55.45,Medio
Norte,Tamaulipas,2022,6,6/1/2022,34.5,12,27.3,55.45,Medio
Norte,Nuevo León,2022,6,6/1/2022,34.5,12,27.3,55.45,Medio
Norte,Chihuahua,2022,7,7/1/2022,36.3,19,43.9,67.49,Alto
Norte,Coahuila de Zaragoza,2022,7,7/1/2022,36.3,19,43.9,67.49,Alto
Norte,Tamaulipas,2022,7,7/1/2022,36.3,19,43.9,67.49,Alto
Norte,Nuevo León,2022,7,7/1/2022,36.3,19,43.9,67.49,Alto
Norte,Chihuahua,2022,8,8/1/2022,37,16,44.3,65.43,Alto
Norte,Coahuila de Zaragoza,2022,8,8/1/2022,37,16,44.3,65.43,Alto
Norte,Tamaulipas,2022,8,8/1/2022,37,16,44.3,65.43,Alto
Norte,Nuevo León,2022,8,8/1/2022,37,16,44.3,65.43,Alto
Norte,Chihuahua,2022,9,9/1/2022,31,9,39.4,51,Medio
Norte,Coahuila de Zaragoza,2022,9,9/1/2022,31,9,39.4,51,Medio
Norte,Tamaulipas,2022,9,9/1/2022,31,9,39.4,51,Medio
Norte,Nuevo León,2022,9,9/1/2022,31,9,39.4,51,Medio
Norte,Chihuahua,2022,10,10/1/2022,22.3,0,35.3,31.89,Bajo
Norte,Coahuila de Zaragoza,2022,10,10/1/2022,22.3,0,35.3,31.89,Bajo
Norte,Tamaulipas,2022,10,10/1/2022,22.3,0,35.3,31.89,Bajo
Norte,Nuevo León,2022,10,10/1/2022,22.3,0,35.3,31.89,Bajo
Norte,Chihuahua,2022,11,11/1/2022,16.7,0,44,27.36,Bajo
Norte,Coahuila de Zaragoza,2022,11,11/1/2022,16.7,0,44,27.36,Bajo
Norte,Tamaulipas,2022,11,11/1/2022,16.7,0,44,27.36,Bajo
Norte,Nuevo León,2022,11,11/1/2022,16.7,0,44,27.36,Bajo
Norte,Chihuahua,2022,12,12/1/2022,12.6,0,44.3,22.82,Bajo
Norte,Coahuila de Zaragoza,2022,12,12/1/2022,12.6,0,44.3,22.82,Bajo
Norte,Tamaulipas,2022,12,12/1/2022,12.6,0,44.3,22.82,Bajo
Norte,Nuevo León,2022,12,12/1/2022,12.6,0,44.3,22.82,Bajo
Norte,Chihuahua,2023,1,1/1/2023,10.2,0,47.7,20.82,Bajo
Norte,Coahuila de Zaragoza,2023,1,1/1/2023,10.2,0,47.7,20.82,Bajo
Norte,Tamaulipas,2023,1,1/1/2023,10.2,0,47.7,20.82,Bajo
Norte,Nuevo León,2023,1,1/1/2023,10.2,0,47.7,20.82,Bajo
Norte,Chihuahua,2023,2,2/1/2023,12.7,1,42.6,23.58,Bajo
Norte,Coahuila de Zaragoza,2023,2,2/1/2023,12.7,1,42.6,23.58,Bajo
Norte,Tamaulipas,2023,2,2/1/2023,12.7,1,42.6,23.58,Bajo
Norte,Nuevo León,2023,2,2/1/2023,12.7,1,42.6,23.58,Bajo
Norte,Chihuahua,2023,3,3/1/2023,18.8,0,37.1,28.28,Bajo
Norte,Coahuila de Zaragoza,2023,3,3/1/2023,18.8,0,37.1,28.28,Bajo
Norte,Tamaulipas,2023,3,3/1/2023,18.8,0,37.1,28.28,Bajo
Norte,Nuevo León,2023,3,3/1/2023,18.8,0,37.1,28.28,Bajo
Norte,Chihuahua,2023,4,4/1/2023,25.2,0,27.6,33.5,Bajo
Norte,Coahuila de Zaragoza,2023,4,4/1/2023,25.2,0,27.6,33.5,Bajo
Norte,Tamaulipas,2023,4,4/1/2023,25.2,0,27.6,33.5,Bajo
Norte,Nuevo León,2023,4,4/1/2023,25.2,0,27.6,33.5,Bajo
Norte,Chihuahua,2023,5,5/1/2023,32.7,7,26.2,48.39,Medio
Norte,Coahuila de Zaragoza,2023,5,5/1/2023,32.7,7,26.2,48.39,Medio
Norte,Tamaulipas,2023,5,5/1/2023,32.7,7,26.2,48.39,Medio
Norte,Nuevo León,2023,5,5/1/2023,32.7,7,26.2,48.39,Medio
Norte,Chihuahua,2023,6,6/1/2023,36.4,12,25.6,57.16,Medio
Norte,Coahuila de Zaragoza,2023,6,6/1/2023,36.4,12,25.6,57.16,Medio
Norte,Tamaulipas,2023,6,6/1/2023,36.4,12,25.6,57.16,Medio
Norte,Nuevo León,2023,6,6/1/2023,36.4,12,25.6,57.16,Medio
Norte,Chihuahua,2023,7,7/1/2023,35.9,20,39.9,67.24,Alto
Norte,Coahuila de Zaragoza,2023,7,7/1/2023,35.9,20,39.9,67.24,Alto
Norte,Tamaulipas,2023,7,7/1/2023,35.9,20,39.9,67.24,Alto
Norte,Nuevo León,2023,7,7/1/2023,35.9,20,39.9,67.24,Alto
Norte,Chihuahua,2023,8,8/1/2023,37.5,19,46.7,69.39,Alto
Norte,Coahuila de Zaragoza,2023,8,8/1/2023,37.5,19,46.7,69.39,Alto
Norte,Tamaulipas,2023,8,8/1/2023,37.5,19,46.7,69.39,Alto
Norte,Nuevo León,2023,8,8/1/2023,37.5,19,46.7,69.39,Alto
Norte,Chihuahua,2023,9,9/1/2023,34.2,10,38.4,55.38,Medio
Norte,Coahuila de Zaragoza,2023,9,9/1/2023,34.2,10,38.4,55.38,Medio
Norte,Tamaulipas,2023,9,9/1/2023,34.2,10,38.4,55.38,Medio
Norte,Nuevo León,2023,9,9/1/2023,34.2,10,38.4,55.38,Medio
Norte,Chihuahua,2023,10,10/1/2023,25.6,1,34.9,36.39,Medio
Norte,Coahuila de Zaragoza,2023,10,10/1/2023,25.6,1,34.9,36.39,Medio
Norte,Tamaulipas,2023,10,10/1/2023,25.6,1,34.9,36.39,Medio
Norte,Nuevo León,2023,10,10/1/2023,25.6,1,34.9,36.39,Medio
Norte,Chihuahua,2023,11,11/1/2023,16.5,1,45.6,28.45,Bajo
Norte,Coahuila de Zaragoza,2023,11,11/1/2023,16.5,1,45.6,28.45,Bajo
Norte,Tamaulipas,2023,11,11/1/2023,16.5,1,45.6,28.45,Bajo
Norte,Nuevo León,2023,11,11/1/2023,16.5,1,45.6,28.45,Bajo
Norte,Chihuahua,2023,12,12/1/2023,12.5,1,48,24.48,Bajo
Norte,Coahuila de Zaragoza,2023,12,12/1/2023,12.5,1,48,24.48,Bajo
Norte,Tamaulipas,2023,12,12/1/2023,12.5,1,48,24.48,Bajo
Norte,Nuevo León,2023,12,12/1/2023,12.5,1,48,24.48,Bajo
Norte,Chihuahua,2024,1,1/1/2024,9.4,0,47.4,19.98,Bajo
Norte,Coahuila de Zaragoza,2024,1,1/1/2024,9.4,0,47.4,19.98,Bajo
Norte,Tamaulipas,2024,1,1/1/2024,9.4,0,47.4,19.98,Bajo
Norte,Nuevo León,2024,1,1/1/2024,9.4,0,47.4,19.98,Bajo
Norte,Chihuahua,2024,2,2/1/2024,13.6,2,42.5,25.53,Bajo
Norte,Coahuila de Zaragoza,2024,2,2/1/2024,13.6,2,42.5,25.53,Bajo
Norte,Tamaulipas,2024,2,2/1/2024,13.6,2,42.5,25.53,Bajo
Norte,Nuevo León,2024,2,2/1/2024,13.6,2,42.5,25.53,Bajo
Norte,Chihuahua,2024,3,3/1/2024,19,2,36.3,30.29,Bajo
Norte,Coahuila de Zaragoza,2024,3,3/1/2024,19,2,36.3,30.29,Bajo
Norte,Tamaulipas,2024,3,3/1/2024,19,2,36.3,30.29,Bajo
Norte,Nuevo León,2024,3,3/1/2024,19,2,36.3,30.29,Bajo
Norte,Chihuahua,2024,4,4/1/2024,24.5,3,29.9,36.04,Medio
Norte,Coahuila de Zaragoza,2024,4,4/1/2024,24.5,3,29.9,36.04,Medio
Norte,Tamaulipas,2024,4,4/1/2024,24.5,3,29.9,36.04,Medio
Norte,Nuevo León,2024,4,4/1/2024,24.5,3,29.9,36.04,Medio
Norte,Chihuahua,2024,5,5/1/2024,31,6,25.1,45.28,Medio
Norte,Coahuila de Zaragoza,2024,5,5/1/2024,31,6,25.1,45.28,Medio
Norte,Tamaulipas,2024,5,5/1/2024,31,6,25.1,45.28,Medio
Norte,Nuevo León,2024,5,5/1/2024,31,6,25.1,45.28,Medio
Norte,Chihuahua,2024,6,6/1/2024,34.6,12,24.2,54.88,Medio
Norte,Coahuila de Zaragoza,2024,6,6/1/2024,34.6,12,24.2,54.88,Medio
Norte,Tamaulipas,2024,6,6/1/2024,34.6,12,24.2,54.88,Medio
Norte,Nuevo León,2024,6,6/1/2024,34.6,12,24.2,54.88,Medio
Norte,Chihuahua,2024,7,7/1/2024,36.5,18,38.7,65.71,Alto
Norte,Coahuila de Zaragoza,2024,7,7/1/2024,36.5,18,38.7,65.71,Alto
Norte,Tamaulipas,2024,7,7/1/2024,36.5,18,38.7,65.71,Alto
Norte,Nuevo León,2024,7,7/1/2024,36.5,18,38.7,65.71,Alto
Norte,Chihuahua,2024,8,8/1/2024,37.9,18,41.2,67.78,Alto
Norte,Coahuila de Zaragoza,2024,8,8/1/2024,37.9,18,41.2,67.78,Alto
Norte,Tamaulipas,2024,8,8/1/2024,37.9,18,41.2,67.78,Alto
Norte,Nuevo León,2024,8,8/1/2024,37.9,18,41.2,67.78,Alto
Norte,Chihuahua,2024,9,9/1/2024,30.5,7,38.4,48.38,Medio
Norte,Coahuila de Zaragoza,2024,9,9/1/2024,30.5,7,38.4,48.38,Medio
Norte,Tamaulipas,2024,9,9/1/2024,30.5,7,38.4,48.38,Medio
Norte,Nuevo León,2024,9,9/1/2024,30.5,7,38.4,48.38,Medio
